#2021-11-02 14:45:52.821105
#Timestamp[ms];Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over ground[knots];Speed over ground[km/h];Course over ground;Altitude NN [m];Board Temp[°C];External Temp[°C];Humidity[%];Pressure[hPa];Battery Voltage[V];Logger status
139686.33454;00:21:11;13:48:08;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;23.750;35.751;1007.679;3.3;66751
139688.356682;00:21:13;13:48:10;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.750;35.683;1007.630;3.3;66751
139690.37885;00:21:15;13:48:12;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;35.622;1007.630;3.3;66751
139692.400967;00:21:17;13:48:14;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.750;35.538;1007.450;3.3;66751
139694.421692;00:21:19;13:48:16;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;35.484;1007.609;3.3;66751
139696.443937;00:21:21;13:48:18;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;35.439;1007.500;3.3;66751
139698.466169;00:21:23;13:48:20;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.625;35.423;1007.640;3.3;66751
139700.488364;00:21:25;13:48:22;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;35.400;1007.690;3.3;66751
139702.510481;00:21:27;13:48:24;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;35.355;1007.640;3.3;66751
139704.532759;00:21:29;13:48:26;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;35.316;1007.659;3.3;66609
139706.554914;00:21:31;13:48:28;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;23.750;35.294;1007.659;3.3;66609
139708.577031;00:21:33;13:48:30;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.750;35.248;1007.640;3.3;66609
139710.599145;00:21:35;13:48:32;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.875;35.187;1007.570;3.3;66609
139712.62139;00:21:37;13:48:34;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;23.625;35.111;1007.500;3.3;66609
139714.643548;00:21:39;13:48:36;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.750;35.19;1007.469;3.3;66609
139716.665849;00:21:41;13:48:38;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.750;34.950;1007.440;3.3;66609
139718.687807;00:21:44;13:48:41;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;34.905;1007.539;3.3;66609
139720.712401;00:21:46;13:48:43;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;34.874;1007.719;3.3;66609
139722.734614;00:21:48;13:48:45;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;34.813;1007.760;3.3;66623
139724.756803;00:21:50;13:48:47;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;23.625;34.744;1007.469;3.3;66609
139726.778878;00:21:52;13:48:49;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;34.676;1007.609;3.3;66609
139728.800928;00:21:54;13:48:51;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.750;34.584;1007.710;3.3;66623
139730.821441;00:21:56;13:48:53;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;34.523;1007.619;3.3;66609
139732.841617;00:21:58;13:48:55;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.500;34.485;1007.609;3.3;66609
139734.865167;00:22:00;13:48:57;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;34.447;1007.539;3.3;66609
139736.888133;00:22:02;13:48:59;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.750;34.294;1007.590;3.3;66751
139738.910285;00:22:04;13:49:01;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.625;34.73;1007.570;3.3;66751
139740.932553;00:22:06;13:49:03;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;33.958;1007.570;3.3;66623
139742.954189;00:22:08;13:49:05;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.750;33.829;1007.729;3.3;66751
139744.97664;00:22:10;13:49:07;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;33.722;1007.599;3.3;66751
139746.998738;00:22:12;13:49:09;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;23.625;33.676;1007.460;3.3;66623
139749.021569;00:22:14;13:49:11;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.500;33.646;1007.570;3.3;66751
139751.043773;00:22:16;13:49:13;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;33.531;1007.570;3.3;66751
139753.065736;00:22:18;13:49:15;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;33.501;1007.739;3.3;66609
139755.086876;00:22:20;13:49:17;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.500;33.348;1007.710;3.3;66751
139757.10906;00:22:22;13:49:19;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.625;33.302;1007.640;3.3;66751
139759.131099;00:22:24;13:49:21;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;33.226;1007.780;3.3;66609
139761.153337;00:22:26;13:49:23;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.375;23.500;33.234;1007.619;3.3;66751
139763.175493;00:22:28;13:49:25;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.625;33.218;1007.630;3.3;66751
139765.197676;00:22:30;13:49:27;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;33.257;1007.520;3.3;66609
139767.219879;00:22:32;13:49:29;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.500;33.302;1007.460;3.3;66751
139769.241612;00:22:34;13:49:31;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.625;33.340;1007.599;3.3;66751
139771.265248;00:22:36;13:49:33;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.500;33.371;1007.530;3.3;66609
139773.287679;00:22:38;13:49:35;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.250;23.500;33.440;1007.539;3.3;66751
139775.310196;00:22:40;13:49:37;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;33.485;1007.559;3.3;66751
139777.331466;00:22:42;13:49:39;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;33.485;1007.609;3.3;66623
139779.353619;00:22:44;13:49:41;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.375;33.310;1007.710;3.3;66609
139781.375877;00:22:46;13:49:43;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;33.35;1007.640;3.3;66751
139783.398263;00:22:48;13:49:45;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.625;32.898;1007.719;3.3;66623
139785.433284;00:22:50;13:49:47;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.625;32.799;1007.679;3.3;66751
139787.455538;00:22:52;13:49:49;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.625;32.738;1007.650;3.3;66751
139789.477747;00:22:54;13:49:51;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.375;32.806;1007.619;3.3;66609
139791.499786;00:22:56;13:49:53;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;32.921;1007.760;3.3;66609
139793.521803;00:22:58;13:49:55;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.375;32.906;1007.590;3.3;66609
139795.544086;00:23:00;13:49:57;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.500;32.974;1007.679;3.3;66609
139797.566095;00:23:02;13:49:59;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.375;33.51;1007.539;3.3;66609
139799.587549;00:23:04;13:50:01;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.375;33.112;1007.630;3.3;66609
139801.609534;00:23:06;13:50:03;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.500;33.157;1007.570;3.3;66609
139803.63169;00:23:08;13:50:05;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.250;33.218;1007.619;3.3;66609
139805.653744;00:23:10;13:50:07;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.375;33.241;1007.690;3.3;66609
139807.675818;00:23:12;13:50:09;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.375;33.264;1007.530;3.3;66609
139809.6977;00:23:14;13:50:11;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.125;23.375;33.318;1007.609;3.3;66609
139811.720579;00:23:17;13:50:14;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.250;33.394;1007.650;3.3;66609
139813.742642;00:23:19;13:50:16;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;23.375;33.440;1007.630;3.3;66609
139815.764824;00:23:21;13:50:18;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.375;33.478;1007.549;3.3;66609
139817.786888;00:23:23;13:50:20;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.250;33.508;1007.520;3.3;66609
139819.808891;00:23:25;13:50:22;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.375;33.554;1007.520;3.3;66609
139821.841619;00:23:27;13:50:24;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.250;33.585;1007.710;3.3;66609
139823.861633;00:23:29;13:50:26;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;23.250;33.600;1007.570;3.3;66609
139825.884559;00:23:31;13:50:28;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;23.250;33.600;1007.729;3.3;66609
139827.906509;00:23:33;13:50:30;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.375;33.562;1007.539;3.3;66609
139829.944278;00:23:35;13:50:32;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;23.250;33.485;1007.750;3.3;66609
139831.966387;00:23:37;13:50:34;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;26.0;23.250;33.417;1007.640;3.3;66609
139833.988394;00:23:39;13:50:36;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;23.250;33.356;1007.609;3.3;66609
139836.010343;00:23:41;13:50:38;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;23.250;33.371;1007.570;3.3;66609
139838.031644;00:23:43;13:50:40;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.250;33.417;1007.789;3.3;66609
139840.053845;00:23:45;13:50:42;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.375;33.478;1007.619;3.3;66609
139842.075835;00:23:47;13:50:44;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.250;33.508;1007.719;3.3;66609
139844.097733;00:23:49;13:50:46;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.375;33.539;1007.460;3.3;66609
139846.119693;00:23:51;13:50:48;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;23.250;33.585;1007.520;3.3;66609
139848.141641;00:23:53;13:50:50;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;23.250;33.600;1007.590;3.3;66609
139850.163678;00:23:55;13:50:52;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.250;33.623;1007.599;3.3;66609
139852.185616;00:23:57;13:50:54;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;23.250;33.646;1007.690;3.3;66609
139854.207524;00:23:59;13:50:56;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.875;23.250;33.669;1007.609;3.3;66609
139856.23021;00:24:01;13:50:58;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;23.250;33.669;1007.570;3.3;66609
139858.25164;00:24:03;13:51:00;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.625;23.250;33.691;1007.549;3.3;66609
139860.273814;00:24:05;13:51:02;02.11.2021;N;NA;NA;NA;NA;NA;NA;NA;25.750;23.125;33.699;1007.599;3.3;66609
139862.295789;00:24:07;13:51:04;02.11.2021;Y;05;43 43.18902 N;010 24.49081 E;0.210;0.3;;12.4;25.875;23.125;33.707;1007.469;3.3;66673
139864.322588;00:24:09;13:51:06;02.11.2021;Y;05;43 43.19435 N;010 24.49349 E;0.030;0.0;;5.7;25.625;23.125;33.722;1007.650;3.3;66673
139866.349186;00:24:11;13:51:08;02.11.2021;Y;06;43 43.19302 N;010 24.49285 E;0.073;0.1;;3.9;25.500;23.250;33.737;1007.530;3.3;66673
139868.375689;00:24:13;13:51:10;02.11.2021;Y;06;43 43.19325 N;010 24.49237 E;0.050;0.0;;2.5;25.875;23.125;33.752;1007.700;3.3;66673
139870.402253;00:24:15;13:51:12;02.11.2021;Y;06;43 43.19318 N;010 24.49234 E;0.145;0.2;;2.4;25.750;23.125;33.760;1007.619;3.3;66673
139872.434219;00:24:17;13:51:14;02.11.2021;Y;05;43 43.19354 N;010 24.49273 E;0.295;0.5;;4.7;25.625;23.250;33.745;1007.710;3.3;66673
139874.46072;00:24:19;13:51:16;02.11.2021;Y;06;43 43.19392 N;010 24.49275 E;0.914;1.6;38.08;4.4;25.750;23.125;33.737;1007.619;3.3;66673
139876.488723;00:24:21;13:51:18;02.11.2021;Y;06;43 43.19319 N;010 24.49191 E;0.031;0.0;;3.5;25.500;23.125;33.730;1007.640;3.3;66673
139878.515229;00:24:23;13:51:20;02.11.2021;Y;06;43 43.19279 N;010 24.49172 E;0.014;0.0;;2.5;25.750;23.125;33.707;1007.570;3.3;66673
139880.541781;00:24:25;13:51:22;02.11.2021;Y;06;43 43.19199 N;010 24.49117 E;0.067;0.1;;0.9;25.750;23.125;33.699;1007.729;3.3;66673
139882.568294;00:24:27;13:51:24;02.11.2021;Y;06;43 43.19179 N;010 24.49096 E;0.022;0.0;;-1.0;25.625;23.125;33.707;1007.549;3.3;66673
139884.595038;00:24:29;13:51:26;02.11.2021;Y;06;43 43.19163 N;010 24.49089 E;0.049;0.0;;-1.8;25.750;23.125;33.730;1007.830;3.3;66673
139886.621737;00:24:31;13:51:28;02.11.2021;Y;07;43 43.19174 N;010 24.49108 E;0.402;0.7;;-1.8;25.625;23.125;33.737;1007.559;3.3;66673
139888.648378;00:24:33;13:51:30;02.11.2021;Y;07;43 43.19171 N;010 24.49111 E;0.052;0.0;;-2.1;25.750;23.125;33.745;1007.679;3.3;66673
139890.675191;00:24:35;13:51:32;02.11.2021;Y;07;43 43.19166 N;010 24.49107 E;0.043;0.0;;-3.0;25.625;23.125;33.760;1007.789;3.3;66673
139892.701936;00:24:37;13:51:34;02.11.2021;Y;07;43 43.19150 N;010 24.49108 E;0.022;0.0;;-3.4;25.500;23.0;33.775;1007.580;3.3;66673
139894.728297;00:24:40;13:51:37;02.11.2021;Y;07;43 43.19120 N;010 24.49080 E;0.031;0.0;;-5.4;25.500;23.125;33.791;1007.679;3.3;66673
139896.755011;00:24:42;13:51:39;02.11.2021;Y;07;43 43.19096 N;010 24.49054 E;0.023;0.0;;-7.0;25.750;23.125;33.791;1007.750;3.3;66673
139898.781642;00:24:44;13:51:41;02.11.2021;Y;07;43 43.19075 N;010 24.49029 E;0.045;0.0;;-8.5;25.500;23.0;33.798;1007.679;3.3;66673
139900.808043;00:24:46;13:51:43;02.11.2021;Y;07;43 43.19082 N;010 24.49015 E;0.014;0.0;;-9.5;25.625;23.250;33.775;1007.719;3.3;66673
139902.83479;00:24:48;13:51:45;02.11.2021;Y;07;43 43.19086 N;010 24.49006 E;0.024;0.0;;-10.1;25.500;23.125;33.791;1007.599;3.3;66673
139904.861828;00:24:50;13:51:47;02.11.2021;Y;07;43 43.19100 N;010 24.49005 E;0.054;0.1;;-10.5;25.625;23.0;33.798;1007.830;3.3;66673
139906.888444;00:24:52;13:51:49;02.11.2021;Y;07;43 43.19119 N;010 24.49001 E;0.160;0.2;;-10.6;25.500;23.125;33.821;1007.559;3.3;66673
139908.915492;00:24:54;13:51:51;02.11.2021;Y;07;43 43.19148 N;010 24.48996 E;0.060;0.1;;-10.8;25.500;23.0;33.836;1007.549;3.3;66673
139910.960709;00:24:56;13:51:53;02.11.2021;Y;07;43 43.19192 N;010 24.49003 E;0.024;0.0;;-11.3;25.500;23.0;33.836;1007.659;3.3;66673
139912.987269;00:24:58;13:51:55;02.11.2021;Y;07;43 43.19218 N;010 24.49001 E;0.030;0.0;;-11.8;25.625;23.125;33.859;1007.539;3.3;66673
139915.014306;00:25:00;13:51:57;02.11.2021;Y;07;43 43.19238 N;010 24.49001 E;0.201;0.3;;-11.7;25.750;23.0;33.867;1007.580;3.3;66673
139917.040719;00:25:02;13:51:59;02.11.2021;Y;07;43 43.19294 N;010 24.49025 E;0.191;0.3;;-11.3;25.750;23.125;33.882;1007.609;3.3;66673
139919.067156;00:25:04;13:52:01;02.11.2021;Y;07;43 43.19317 N;010 24.49026 E;0.024;0.0;;-11.6;25.750;23.125;33.890;1007.619;3.3;66673
139921.094226;00:25:06;13:52:03;02.11.2021;Y;07;43 43.19324 N;010 24.49011 E;0.163;0.3;;-12.6;25.500;23.0;33.905;1007.640;3.3;66673
139923.120826;00:25:08;13:52:05;02.11.2021;Y;07;43 43.19333 N;010 24.49009 E;0.046;0.0;;-12.7;25.625;23.0;33.920;1007.700;3.3;66673
